Internal ID,Source,Source Link,Direct DMP Link,Public ID,Name,Date of Creation,Format,Template,Template Source,Language,License,License Link,Parts/Quesions according to template,Completeness (with relation to the template),Declarated access level,notes,Tool,Tool Link,Figures,Tables (beside first page of metadata),Lists
905,Zenodo,https://zenodo.org/records/,https://zenodo.org/records/7650029,10.5281/zenodo.7650028,CoActD1.4: Final Data Management Plan,2022-12-31,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,100,100,Public,Contains template parts and questions.,unknown,unknown,no,yes,yes
906,Zenodo,https://zenodo.org/records/,https://zenodo.org/records/15189727,10.5281/zenodo.15189726,D1.6: Data management plan,2022-03-30,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,30,100,Public,Contains template parts (different wording) but different subparts (and wording where same parts).,unknown,unknown,no,yes,yes
907,Zenodo,https://zenodo.org/records/,https://zenodo.org/records/12633718,10.5281/zenodo.12633717,D6.2 Data Management Plan (first version),2024-07-03,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,20,100,Public,"Contain template parts and questions, but most answers are unknown (or in table but not answering everything).",unknown,unknown,no,yes,yes
908,Zenodo,https://zenodo.org/records/,https://zenodo.org/records/3554431,10.5281/zenodo.3554430,OPEUS D9.3 - Data Management Plan,2019-09-27,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,30,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,yes,yes
909,EOSC,unknown,https://zenodo.org/records/10462740,10.5281/zenodo.10462740,Data Management Plan: SHAREWIND - Shared anchors for floating wind turbines,2023-01-05,PDF,Horizon Europe,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51842dc33&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,Does not allign with HE template.,Argos,https://argos.openaire.eu/portal/,no,no,yes
913,EOSC,unknown,https://zenodo.org/records/17361082,10.5281/zenodo.10061048,TWEET-IE Deliverable 6.3: Data Management Plan,2025-12-31,PDF,Horizon Europe,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51842dc33&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,80,100,Public,Contains template sections but no questions (or modified wording).,Argos,https://argos.openaire.eu/portal/,no,yes,yes
917,EOSC,unknown,https://zenodo.org/records/15309013,10.5281/zenodo.15308996,Data Management Plan for the LZP FLPP Project Optical Neural Networks Leveraging Synthetic Dimension (DIMenSION) (Nr. lzp-2024/1-0612),2025-04-30,PDF,unknown,unknown,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,"Resembles a Horizon Europe / Horizon 2020 DMP, but uses a different section structure.",Argos,https://argos.openaire.eu/portal/,no,yes,no
918,EOSC,unknown,https://zenodo.org/records/3903259,10.5281/zenodo.3903258,Prenatal microbial impacts on the development of the intestinal immune system - DMP,2020-06-22,PDF,unknown,unknown,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,,DMPTuuli,https://dmptuuli.fi/,no,yes,no
921,EOSC,unknown,https://zenodo.org/records/3824773,10.5281/zenodo.3824772,Data Management Plan M6,2020-05-13,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,50,100,Public,Contains template sections (different wording) but no questions (or modified wording). Organized by WP/data types in the project.,unknown,unknown,no,yes,yes
922,EOSC,unknown,https://zenodo.org/records/6421146,10.5281/zenodo.3497405,C0PEP0D projet - Data Management Plan,2022-04-07,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,50,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,yes,yes
924,EOSC,unknown,https://zenodo.org/records/10117908,10.5281/zenodo.7261408,SeaMark M18 update,2023-11-13,PDF,unknown,unknown,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,"Over 300 pages! Resembles a Horizon Europe / Horizon 2020 DMP, but uses a different section structure.",Argos,https://argos.openaire.eu/portal/,no,no,yes
925,EOSC,unknown,https://zenodo.org/records/7701207,10.5281/zenodo.7701206,Multilayer photonic integration platform for free space optics - Data Management Plan,2023-03-06,PDF,unknown,unknown,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,"Resembles a Horizon Europe / Horizon 2020 DMP, but uses a different section structure.",Argos,https://argos.openaire.eu/portal/,no,yes,yes
926,EOSC,unknown,https://zenodo.org/records/8321678,10.5281/zenodo.8321677,Data management plan for DECISION (D8.2),2023-09-06,PDF,Horizon Europe,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51842dc33&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,80,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,yes,yes
928,EOSC,unknown,https://zenodo.org/records/4160977,10.5281/zenodo.4160976,DATA MANAGEMenT PLAN FOR THE MOSAIC.PT PROJECT,2020-11-30,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,50,100,Public,Contains template sections (different wording) but no questions (or modified wording). One section differs substantially.,unknown,unknown,no,yes,yes
930,EOSC,unknown,https://zenodo.org/records/3689349,10.5281/zenodo.3689348,"Data Management Plan (ISLAM-OPHOB-ISM, 785934)",2019-03-30,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,50,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,yes,yes
933,EOSC,unknown,https://digital.csic.es/handle/10261/230346,10.20350/digitalCSIC/13755,Project: Planar architecture all solid state batteries. PLARASBAT Project ID:4023. Data Management Plan v 1.0,2020-02-28,DOCX,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,80,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,no,yes
935,EOSC,unknown,https://zenodo.org/records/7476530,10.5281/zenodo.7476529,D1.1 Data Management Plan,2022-12-03,PDF,Horizon Europe,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51842dc33&appId=PPGMS,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,80,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,no,yes,yes
938,EOSC,unknown,https://digital.csic.es/handle/10261/340321,https://doi.org/10.20350/digitalCSIC/15704,Horizon 2020 DMP - The European Qur’an. Islamic Scripture in European Culture and Religion 1150-1850 (Version 2),2023-12-07,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,unknown,unknown,80,100,Public,Contains template sections (different wording) but no questions (or modified wording).,unknown,unknown,yes,no,yes
942,EOSC,unknown,https://zenodo.org/records/4683415,10.5281/zenodo.4683414,CINECA Data Management Plan v2,2021-04-13,PDF,unknown,unknown,en,CC-BY,https://creativecommons.org/licenses/by/4.0/,0,100,Public,Unkown template.,unknown,unknown,no,yes,yes
968,DMPonline,https://dmponline.dcc.ac.uk/,,190233,Presenting fabrics online: how to increase perception accuracy?,unknown,PDF,TU Delft Data Management Plan template (2025),https://dmponline.tudelft.nl/template_export/349200444.pdf,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
975,DMPonline,https://dmponline.dcc.ac.uk/,,193623,CLSR ARCHIVES NUMERIQUES,unknown,PDF,DMP UNIL en français,unknown,fr,unknown,unknown,100,100,Public,not in english.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
984,DMPonline,https://dmponline.dcc.ac.uk/,,193171,Motivating Security engagement and Compliance: Exploring Human-Centric Cyber Security Awareness and engagement,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1004,DMPonline,https://dmponline.dcc.ac.uk/,,189894,A European Framework for Transdisciplinary Education,unknown,PDF,TU Delft Data Management Plan template (2025),https://dmponline.tudelft.nl/template_export/349200444.pdf,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1011,DMPonline,https://dmponline.dcc.ac.uk/,,188853,Scoping review: Does current evidence justify or challenge the use of the Fresh Eyes approach for intrapartum fetal monitoring in maternity services?,unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1012,DMPonline,https://dmponline.dcc.ac.uk/,,187023,Stereo-Consistent Hatching from Apparent Ridges for Improved Depth Perception in VR,unknown,PDF,TU Delft Data Management Plan template (2025),https://dmponline.tudelft.nl/template_export/349200444.pdf,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1021,DMPonline,https://dmponline.dcc.ac.uk/,,183456,Advanced Chemical Sensors for Biodetection,unknown,PDF,EPSRC Data Management Plan,https://dmponline.dcc.ac.uk/template_export/1407052318.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1033,DMPonline,https://dmponline.dcc.ac.uk/,,186431,The Impact of the CSRD on Logistics: Scope 3 Emissions Reporting and Compliance Challenges,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1041,DMPonline,https://dmponline.dcc.ac.uk/,,183548,Biomechanical and Physical Demand of Acceleration Performance in Field-Based Sport Athletes,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1065,DMPonline,https://dmponline.dcc.ac.uk/,,179325,Improving value co-creation between client and consultants in front-end stages of infrastructure projects,unknown,PDF,TU Delft Data Management Plan template (2025),https://dmponline.tudelft.nl/template_export/349200444.pdf,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1103,DMPonline,https://dmponline.dcc.ac.uk/,,174271,Fluoridation modifies the quantum coherence of near-infrared organic rare-earth molecules (FaMiQ),unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1119,DMPonline,https://dmponline.dcc.ac.uk/,,170420,Validity check for C-P structure in usage on identifying influential nodes,unknown,PDF,University of Strathclyde,unknown,en,unknown,unknown,100,0,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1144,DMPonline,https://dmponline.dcc.ac.uk/,,169531,The lasting legacy of extreme global warming: Fossil floras and climates of  the Smithian-Spathian extinction event,unknown,PDF,Health Research Board DMP Template,https://www.hrb.ie/wp-content/uploads/2024/05/HRB-Data-Management-Plan-Template-and-Guidance.docx,en,unknown,unknown,100,0,Public,no answeres.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1158,DMPonline,https://dmponline.dcc.ac.uk/,,157426,"Exploring The Influence Of Augmented Reality On Retail Sector In Southwest Of The Uk: Customer's Experience, Satisfaction And Purchase Decisions",unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1176,DMPonline,https://dmponline.dcc.ac.uk/,,159540,Developing a Data note reporting guideline for qualitative health and social care research datasets (the D‚ÄônoTE study),unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1189,DMPonline,https://dmponline.dcc.ac.uk/,,161906,ON THE ORIGINS OF THE GOTHIC LEADER ALARIC:  BETWEen CLAUDIAN AND ZOSIMUS,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1220,DMPonline,https://dmponline.dcc.ac.uk/,,152807,Shaping a modern approach to open data from a World-leading science facility,unknown,PDF,STFC Template,https://dmponline.exeter.ac.uk/template_export/780494258.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1231,DMPonline,https://dmponline.dcc.ac.uk/,,144935,Exoskeleton Training for Spinal Cord Injury Neuropathic Pain (ExSCIP): A Phase 2 Feasibility Randomised Trial,unknown,PDF,Health Research Board DMP Template,https://www.hrb.ie/wp-content/uploads/2024/05/HRB-Data-Management-Plan-Template-and-Guidance.docx,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1235,DMPonline,https://dmponline.dcc.ac.uk/,,87280,Management of integrated safety and security barriers in the process industries,unknown,PDF,TU Delft Data Management Plan template (2021),unknown,en,unknown,unknown,100,50,Public,Institution specific template. Minimum filled informations.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1239,DMPonline,https://dmponline.dcc.ac.uk/,,154938,Development of a spiritually based psychosocial education program for family caregivers,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1243,DMPonline,https://dmponline.dcc.ac.uk/,,155435,FIFA - The impact of ball pressure on cognition within current IFAB guidelines,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1244,DMPonline,https://dmponline.dcc.ac.uk/,,128211,MindTheGap: Quantifying the completeness of the stratigraphic record and its role in reconstructing the tempo and mode of evolution,unknown,PDF,ERC Template,https://dmponline.dcc.ac.uk/template_export/2088403152.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1251,DMPonline,https://dmponline.dcc.ac.uk/,,87555,Development of heterostructured semiconducting nanoparticles for methane conversion by photoelectrocatalytic process,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1254,DMPonline,https://dmponline.dcc.ac.uk/,,153986,Forest School National Survey,unknown,PDF,BSU Data Management Plan,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1257,DMPonline,https://dmponline.dcc.ac.uk/,,150273,The Cooley Connection,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,no
1261,DMPonline,https://dmponline.dcc.ac.uk/,,152934,The role of time to positive blood cultures in enhancing the predictive capability of DenoVA score for diagnosing infective endocarditis in patients with enterococcus faecalis bacteremia,unknown,PDF,DMPOnline Template (NWU),https://libguides.nwu.ac.za/research-data-management/data-management-plan,es,unknown,unknown,100,100,Public,Institution specific template. not in english.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,no
1303,DMPonline,https://dmponline.dcc.ac.uk/,,85128,Head and neck paraganglioma registry,unknown,PDF,UMC Utrecht DMP,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1370,DMPonline,https://dmponline.dcc.ac.uk/,,127643,Evaluating Stakeholder Perspectives on Smart Street Lighting: A Multi-Dimensional Framework,unknown,PDF,TU Delft Data Management Plan template (2021),unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1374,DMPonline,https://dmponline.dcc.ac.uk/,,131616,Employee Perception of Economic Outlook in Myanmar‚Äôs International Business environment: An Assessment of Optimism and Pessimism,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1378,DMPonline,https://dmponline.dcc.ac.uk/,,127812,Strengthening Adaptive Resilience of Mountain Ecosystems and Communities,unknown,PDF,ESRC Template,https://dmponline.dcc.ac.uk/template_export/1587551885.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1382,DMPonline,https://dmponline.dcc.ac.uk/,,127973,Assessing the ecophysiological mechanisms underpinning thermal resilience in native and non-native shellfish in the Wadden Sea.,unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1413,DMPonline,https://dmponline.dcc.ac.uk/,,121858,Telecom-wavelength single-photon source based on organic erbium molecules,unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,50,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1414,DMPonline,https://dmponline.dcc.ac.uk/,,92878,"Analgosedation after cardiac surgery in infants: A' model-based"" nation-wide randomized controlled trial",unknown,PDF,ZonMw Template,https://dmponline.dcc.ac.uk/template_export/1461074155.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1431,DMPonline,https://dmponline.dcc.ac.uk/,,103451,Trinity College Botanic Garden long-term monitoring program,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,no
1459,DMPonline,https://dmponline.dcc.ac.uk/,,111771,Beyond Boardrooms: The Impact of Corporate Quota on Gender Equality in Organizations,unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1474,DMPonline,https://dmponline.dcc.ac.uk/,,111715,Overcoming Implementation challenges of the Speech and Language Programme in a primary school using business operations management strategies.,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1480,DMPonline,https://dmponline.dcc.ac.uk/,,110967,The effect of grammatical complexity and verb frequency in the acquisition of english using the Sentence Repetition Test,unknown,PDF,SHU Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1503,DMPonline,https://dmponline.dcc.ac.uk/,,106845,thRIve: The UK's EDI Caucus,unknown,PDF,ESRC Template,https://dmponline.dcc.ac.uk/template_export/1587551885.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1521,DMPonline,https://dmponline.dcc.ac.uk/,,103424,RESEarch for healThy AGEING -  RESETageing,unknown,PDF,Horizon 2020,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5d40c6c2c&appId=PPGMS,en,unknown,unknown,80,100,Public,Contains template sections (different wording) but no questions (or modified wording).,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1533,DMPonline,https://dmponline.dcc.ac.uk/,,101322,Social Representations of European history,unknown,PDF,unknown,unknown,en,unknown,unknown,100,100,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1539,DMPonline,https://dmponline.dcc.ac.uk/,,99820,Cultural Biases in Banks‚Äô Sovereign Debt Exposures,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1544,DMPonline,https://dmponline.dcc.ac.uk/,,99401,VR for Diversity,unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,50,Public,Contains template parts and questions. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1564,DMPonline,https://dmponline.dcc.ac.uk/,,96859,Paleoecology in Scandinavian peatlands,unknown,PDF,UvH template PhD/WP,unknown,en,unknown,unknown,100,100,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1579,DMPonline,https://dmponline.dcc.ac.uk/,,87239,Theological research on the theologian Thomas Boston,unknown,PDF,VU DMP template 2021 (NWO & ZonMW certified),unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1581,DMPonline,https://dmponline.dcc.ac.uk/,,94084,NWO Open Science 203.001.121: BridgeDb,unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1590,DMPonline,https://dmponline.dcc.ac.uk/,,92752,The effects of study-abroad experience on Chinese in-service college EFL teachers‚Äô identity: A dialogical approach,unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no ,yes
1643,DMPonline,https://dmponline.dcc.ac.uk/,,84810,Mental Imagery Interviews,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no ,no
1716,DMPonline,https://dmponline.dcc.ac.uk/,,74857,Development of Research Partnership in Hypertension Assessment with Smart E-textile Wearable Technology (RPHA),unknown,PDF,NERC Template,https://dmponline.dcc.ac.uk/template_export/346334484.pdf,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1726,DMPonline,https://dmponline.dcc.ac.uk/,,32890,A qualitative study exploring patient experiences of comfort during radiotherapy and radiographer views of managing patient comfort during the delivery of radiotherapy,unknown,PDF,DCC Template,https://dmponline.dcc.ac.uk/template_export/1638514350.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,no
1736,DMPonline,https://dmponline.dcc.ac.uk/,,72035,Induce vascular networks in large degradable  porous scaffolds by influencing the local microenvironment; spatiotemporal control of growth factors and patterning of mechanical signals,unknown,PDF,Swedish Research Council Template,https://dmponline.dcc.ac.uk/template_export/1424594839.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1737,DMPonline,https://dmponline.dcc.ac.uk/,,73181,"Political Language, Restriction Compliance, and COVID-19",unknown,PDF,unknown,unknown,en,unknown,unknown,100,100,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1742,DMPonline,https://dmponline.dcc.ac.uk/,,64637,"Interventions Following Fractures of the Spine In the Aged Patient, Linked to Quality of Life Outcomes",unknown,PDF,UMC Utrecht DMP,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1792,DMPonline,https://dmponline.dcc.ac.uk/,,59306,A new approach to nonperturbative physics,unknown,PDF,University of Amsterdam Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1805,DMPonline,https://dmponline.dcc.ac.uk/,,47319,The Subjective Perception of Sensory Information: Investigating Formats of Mental Representations,unknown,PDF,ESRC Template,https://dmponline.dcc.ac.uk/template_export/1587551885.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no ,yes
1816,DMPonline,https://dmponline.dcc.ac.uk/,,54299,Worlding Public Cultures: The Arts and Social Innovation,unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,100,Public,Deprecated template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1873,DMPonline,https://dmponline.dcc.ac.uk/,,42046,Simulating tourism water consumption with stakeholders (SIMTWIST),unknown,PDF,NWO Template,https://dmponline.dcc.ac.uk/template_export/1753695087.pdf,en,unknown,unknown,100,100,Public,Deprecated template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1878,DMPonline,https://dmponline.dcc.ac.uk/,,40690,Does the source of foreign aid affect democratization in recipient nations? - A study of chinese aid,unknown,PDF,LSE Data Management Plan for undergraduate and master's students dissertations,unknown,en,unknown,unknown,100,50,Public,Institution specific template. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,yes,yes
1884,DMPonline,https://dmponline.dcc.ac.uk/,,39671,To transform a laboratory-proven disinfection by-product sensor into a validated reliable sensor network for water distribution systems.,unknown,PDF,EPSRC Data Management Plan,https://dmponline.dcc.ac.uk/template_export/1407052318.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1885,DMPonline,https://dmponline.dcc.ac.uk/,,38854,Biomarkers of Shoulder Pathologies in Synovial Fluid,unknown,PDF,University of Manchester Generic Template,unknown,en,unknown,unknown,100,100,Public,Institution specific template.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
1907,DMPonline,https://dmponline.dcc.ac.uk/,,29977,Modelling tools for complex systems: advancing the capability of many body dissipative particle dynamics,unknown,PDF,EPSRC Data Management Plan,https://dmponline.dcc.ac.uk/template_export/1407052318.pdf,en,unknown,unknown,100,100,Public,Contains template parts and questions. Minimal information.,DMPonline,https://dmponline.dcc.ac.uk/,no,no,yes
